pledged,fx_rate,backers_count,launched_at,deadline,goal
80939,0.74106736,574,1423856730,1426445130,50000
3050,1,34,1684159300,1686319300,3000
51834,1,303,1684159205,1687183205,20000
41773,1.09285079,240,1684155697,1686747697,36225
107950,0.12780712,248,1684120389,1688008389,12000
121317,0.75068143,1666,1683896404,1685062800,1500
3054,1,104,1683893714,1686603600,1800
155056,0.12780712,111,1683861973,1688111340,100000
108,1.27946283,10,1683833891,1684438691,75
203412,1,721,1683824101,1686780000,20000
1490387,1,24186,1683817596,1686841596,5000
352397,1,1490,1683817023,1686884400,30000
119778.320000000000,0.6613551,254,1683816973,1685134800,32700
2095,1,6,1433359203,1435733940,15000
397,1,5,1432763054,1435441454,3255
250,1.09285079,4,1432705336,1437889336,5000
100,1,1,1432657994,1437409994,1000
1,1,1,1432268637,1434686340,1000
625,1,3,1432149378,1434741378,2500
2500,1,2,1432100004,1437188400,8000
1010,1.27946283,16,1432072893,1435325100,1500
657,1,14,1431973626,1435429626,1800
0,1.09285079,0,1431692555,1434284555,25000
2113,1.09285079,28,1431455084,1434047084,30000
135,1,5,1431396791,1433988791,2500
17431,0.74106736,309,1465667483,1470851483,15000
1225,1,12,1465501493,1468093493,1120
1782,1,44,1465488766,1467648766,1500
610,1,8,1465348414,1466639520,600
35764,1,473,1465344003,1467936003,30000
11862,1,198,1465150557,1467669600,10000
3005,1,31,1464812529,1466972529,3000
5271,1,62,1464717991,1466636400,3500
5710,1,55,1464298798,1465880340,4000
356,1.27946283,13,1464104846,1466696846,300
21123.760000000000,0.6613551,243,1463974052,1466393252,10000
6300,1,30,1463824650,1466418780,6300
3128,1,91,1686053329,1688213329,500
432320.130000000000,0.74106736,4719,1686052858,1688677200,36000
3040,1,54,1686052811,1686877200,2000
1237,1,34,1686047538,1687496280,500
29658,1,308,1686034873,1687762873,28000
4213,1,120,1685976703,1688568703,500
12974,1,87,1685973701,1689429701,10000
2001,1,19,1685919582,1688511582,2000
1507,1.27946283,38,1685729180,1687463940,450
201,1.27946283,14,1685633934,1687125600,100
639,1,28,1685629314,1687485600,500
3769,1.27946283,105,1685626084,1688218084,450
4130,1.09285079,126,1690150225,1691434800,3000
32252.290000000000,0.74106736,396,1690114050,1692706050,20000
76503.980000000000,1,381,1689974514,1695158514,70000
4901,1,97,1689726373,1691022373,1000
10449.290000000000,0.74106736,38,1689614609,1692206609,10000
6500,1,44,1689607223,1694791223,4000
12090.290000000000,0.74106736,86,1689589938,1692181938,10000
35792,1,145,1689588590,1694772590,35000
41691,1.27946283,254,1689510564,1692102564,40000
12466,1,37,1689210536,1693357736,12300
30360,1,103,1689168214,1691760214,30000
28813,1.27946283,369,1689110140,1691702140,28000
5012,1,20,1496337069,1498929069,15000
1030,1,2,1496115106,1497411106,4760
240,1,6,1495936969,1498528969,1000
15,1,2,1495796140,1499684140,9000
5,0.61621015,1,1495765555,1498357555,7000
13623,1,35,1495735420,1498280340,20000
200,1,1,1495632712,1498224712,10000
1,1,1,1495499809,1500683809,50000
1,0.74106736,1,1495410500,1496237340,100
65,1,3,1494966733,1495917133,200
6,1,2,1494626307,1497218307,500
20,1,1,1494544700,1499728700,1000
26,1,3,1683671652,1686263652,25000
33,1,6,1683668369,1687556369,18400
2315,1.09285079,11,1683569780,1688753780,35000
11,1,2,1683121790,1685713790,20000
767,1,9,1682817253,1688001253,10000
112,1.09285079,5,1682697449,1685289449,25000
160,1.27946283,4,1682605494,1687789494,25000
121,1,2,1682375202,1682980002,7000
2562.32,0.6613551,9,1682346370,1684938370,75800
166,1,3,1682268362,1684860362,5000
929,1,6,1682025485,1684617485,5000
5516,1.09285079,4,1681481197,1686665197,310000
1089,1.27946283,41,1423848716,1426437116,1000
12567,1,173,1423842716,1426367640,10000
35815,1,552,1423775105,1426453200,33000
35249,1,121,1423727492,1426315892,35000
150,1,11,1423612851,1426201251,50
236300.5,0.09771118,856,1423608750,1427796000,200000
7599,1,58,1423597141,1426185541,7500
75938.680000000000,1,1665,1423236755,1425697200,50000
2503,1,38,1423220611,1425809011,2500
1512,1,13,1423148698,1426773898,500
32,1,7,1423094846,1424390846,6
1013,1,20,1422988860,1426873260,750
81168,1,206,1683816517,1686840517,10000
77423,1,465,1683813621,1686492021,10000
3703,1.09285079,48,1683788862,1686553662,3200
12330,1,142,1683732648,1685460648,2500
89573.790000000000,0.74106736,1920,1683727235,1686319235,10000
2840204,0.12780712,4082,1683727220,1686319220,400000
44433,1.27946283,536,1683724147,1686488947,6000
436601,0.12780712,554,1683720016,1686671940,80000
4553,1,35,1683663486,1684181886,250
1561,1,30,1683660148,1684486800,800
2623,1,55,1683649515,1686241515,600
116308,1,400,1683647199,1687967199,11000
170,1.27946283,5,1431113180,1436297180,850
1,1,1,1431019131,1433611131,5000
63,1.27946283,4,1430750795,1435934795,3000
10,1.27946283,1,1430734844,1432328400,500
100,1,1,1430494082,1433086082,500
173,1.27946283,7,1430405903,1434063600,1500
70,1,3,1430321659,1432913659,35000
240,1,8,1430242488,1433093700,5000
20,1.27946283,2,1430239089,1432831089,150
0,1,0,1429815647,1432969200,5000
0,1,0,1429584438,1434768438,3000
909,1.27946283,27,1429558756,1431298740,2500
7274.56,1,258,1463756520,1466629200,5500
2078.52,1,56,1463247294,1465614000,2000
10142,1,38,1463170870,1465762870,10000
3480,1,78,1462897638,1465921638,3000
2053,1.27946283,67,1462828893,1467991560,2000
90,0.09771118,1,1462821969,1463061600,10
12600,1,171,1462680837,1465272837,12000
18009,1,69,1462572172,1467756172,15000
1695,1,36,1462510400,1465102400,1500
32304.240000000000,1,489,1462475386,1467659386,20000
4536.01,1,91,1462056343,1464648343,4000
1005,1,24,1461688134,1463536800,1000
1530,1,42,1685625240,1687033620,200
2300,1,48,1685625026,1688303426,500
24455,1,275,1685624236,1688216236,2000
132994,1,372,1685624188,1688187540,2500
18081,1,235,1685611420,1688183940,15000
1434,1,24,1685611418,1689566520,500
50466,1,370,1685595211,1688187211,15000
20277,1,97,1685515109,1688014740,5000
513,1,23,1685473230,1687287630,200
22238,1,361,1685464966,1688056966,500
633,1,33,1685461112,1687361912,500
7541,1,141,1685458807,1688094000,6000
5206.29,0.74106736,62,1688754768,1692642768,5000
10254,1,67,1688744257,1692632257,10000
10561,1,57,1688733654,1693485654,10000
50711,1,241,1688596296,1691188296,20000
16806.960000000000,1.09285079,254,1688476920,1690809720,14964
1809,0.00678513,18,1688442267,1693293660,1000
24151,1.27946283,312,1688314003,1690906003,20000
2470117,0.00678513,201,1688233912,1690840740,1000000
2682,1,49,1688203166,1690768800,2500
54126,1,574,1688062036,1690654036,45000
106958,1,804,1688052505,1690644505,65000
28086,1,32,1688047099,1690639099,25000
5,1.09285079,1,1494528118,1497120118,100
2049,1,49,1494282097,1498028340,6000
10,1,1,1494207928,1498095928,6000
51,1,2,1493939431,1496296740,1000
1140,1,21,1493765975,1498949975,12000
10,1,1,1493676688,1495256400,150
102,1.27946283,4,1493538397,1496130397,1000
1648,1,18,1493259224,1495851224,6000
11413,1,64,1493148324,1495740324,201700
22,1,1,1493138842,1495846260,3000
268,1,5,1493073509,1495665509,5250
55,1,3,1492764661,1494809760,300
201,1.09285079,3,1680883038,1686067038,15000
751,1,2,1680861731,1686045731,1470000
1,1.27946283,1,1680560453,1685744453,60000
22,1,6,1680377392,1682969392,7000
46.29,0.74106736,4,1680372041,1681754441,1000
111.29,0.74106736,3,1680195686,1682787686,2000
51.42,0.61621015,2,1679982357,1680912000,125000
31.32,0.6613551,3,1679827084,1682678284,80000
11.29,0.74106736,2,1679604731,1684702331,900
51,1.27946283,6,1679398303,1684582303,50000
46,1,3,1679274698,1684458698,10000
442,1.09285079,17,1679150001,1681742001,3500
16094,1,100,1422903632,1424314800,16000
30608.010000000000,1,780,1422885618,1425477618,25000
2506,1,58,1422742484,1427922884,2500
5005,0.74106736,49,1422620330,1425212330,5000
330,1,13,1422399872,1423295940,330
557,1,17,1422376839,1425193140,450
3027,1,38,1422045421,1422823021,3000
155,1,10,1421812274,1424490674,149
4283,1,66,1421796878,1425438000,3200
3605,1,106,1421786713,1426917600,3600
571,1,22,1421765129,1422974729,550
775.01,1,5,1421691069,1424283069,700
5019,1,19,1683647012,1686334140,5000
198229,1,618,1683644539,1686668539,5000
28074.5,1.09285079,99,1683644017,1686686400,5000
27920,1,318,1683641608,1686665608,6000
4095,1,57,1683640892,1686283140,1200
351806,0.12780712,287,1683640849,1686232849,40000
45255,1,389,1683640835,1686276000,1000
15299,1,193,1683640822,1686664822,3500
46198,1,412,1683640722,1688824722,10000
348909,1,1800,1683640690,1686369540,30000
2423,1,33,1683639344,1687527344,2200
55974,1,983,1683637302,1686358800,8000
0,1,0,1429473520,1430798400,5000
0,1,0,1429306914,1434490914,1200
417,1.27946283,14,1429290719,1431018719,1000
5,1,1,1429125268,1431717268,2000
0,1,0,1429031026,1431215280,1500
0,1,0,1429029394,1432917394,8000
3,1,1,1428957912,1431549912,50000
1,1.27946283,1,1428955887,1434139887,30000
1788,1,20,1428614058,1431206058,11000
0,1,0,1428539708,1429396200,1500
2366,1,39,1428539033,1433723033,7500
0,1.27946283,0,1427979849,1430571849,575
3477,1,41,1461115276,1463792400,2500
7484.45,1,101,1460676619,1463977800,5500
3141,1,46,1460091602,1462856402,2500
5190,1,76,1459631012,1462604340,5000
2795,1,52,1459545276,1464729276,2000
1656,1.27946283,54,1459439973,1462050000,1500
4342,1,129,1459389708,1462334400,4000
1003,1.09285079,36,1459355950,1462053540,80
5130,0.61621015,54,1459296319,1461888319,5000
3577,1.09285079,58,1459267574,1462053600,3500
5947,1,114,1459170955,1461823140,5000
4240,1,74,1458790800,1463960700,3000
6076,1,220,1685455530,1686880740,900
10873.140000000000,1,189,1685455415,1688047415,2000
26218.290000000000,0.74106736,167,1685452960,1688044960,5000
4383.29,0.74106736,37,1685444757,1686441600,500
346,1,5,1685298749,1686767549,250
3035,1.27946283,87,1685214084,1687028484,500
2571,1.27946283,56,1685142346,1687734346,2000
9475,1,97,1684962081,1687640481,3500
923,1,21,1684877677,1686891540,600
516,1,25,1684868418,1686783600,500
5317,1,68,1684865644,1686680044,500
5264.29,0.74106736,62,1684860302,1686250800,500
37495.290000000000,0.74106736,123,1687932287,1688972340,12000
20352,1,52,1687889156,1690481156,20000
5112,1,108,1687701981,1691762781,5000
2100,1,22,1687564852,1690953060,1500
15121,1,51,1687521796,1689879353,15000
3155,1,81,1687508567,1692692567,3000
2547,1.27946283,69,1687473648,1692657648,500
7136,1,56,1687385091,1689977091,5000
22102,1,50,1687265677,1689857677,20000
3560,1.27946283,133,1687258520,1688986520,3500
7800,1,117,1687234717,1688756400,7000
12507,1,55,1687183282,1689775282,10000
4243,1,32,1679096899,1681610520,20000
18.8,0.05953775,1,1678921285,1681513285,21000
91,1.09285079,4,1678698049,1681117249,24500
247,1,7,1678412043,1679704443,1500
22,1,3,1678386232,1680974632,5000
1,1.09285079,1,1678124200,1683304600,1500
490,1,7,1678104092,1680692492,100000
95,1,6,1678012297,1680600697,20000
671,1,8,1677986930,1678694400,4990
152,1,4,1677703311,1682883711,3000
508,0.09512073,2,1676986966,1679578966,40200
350,1,3,1676716755,1677926355,13570
48,1.09285079,4,1492519141,1495022700,2800
0,1,0,1492456875,1495048875,5000
6265,1,55,1492438657,1495030657,28000
303,1,6,1492120398,1496033940,5000
1,1.27946283,1,1492114970,1494706970,150
10,0.05953775,1,1492040891,1492904891,20000
0,1,0,1492015075,1495903075,45000
25500,0.14655326,62,1491925687,1494517687,85000
0,1.27946283,0,1491914801,1494506801,300
351,1,3,1491856263,1497040263,2500
5,1.27946283,1,1491563524,1494155524,2500
508,1,9,1491540705,1494132705,5000
124348,0.14655326,381,1421421228,1424013228,110000
1656,1,38,1421348689,1423940689,1500
4180,1,16,1421279688,1423007688,4000
21875,1,190,1421177232,1424201232,20000
13648,1,215,1420435408,1422773940,5000
20058,1,785,1420036089,1421798400,15000
2006,1,23,1419997303,1422589303,2000
1465,1,21,1419745001,1422769001,630
709,1,22,1419286362,1422741600,600
28651,1,320,1419207466,1421885866,25000
2898,1,25,1419014797,1421606797,600
122851.5,0.09771118,387,1418769331,1422657331,50000
5179,1,49,1683634999,1686226999,5000
35933,1,300,1683633714,1686279600,3500
12665,1,51,1683633657,1687089657,5000
131229.290000000000,0.74106736,1508,1683633433,1685591940,100000
90197,1,1170,1683631802,1686293940,10000
1942576,0.00678513,125,1683630105,1687532340,100000
4777328,0.00678513,125,1683630035,1687532340,300000
1632233,0.00678513,68,1683629885,1687532340,200000
167790,1.09285079,1112,1683623184,1686215184,10000
6229,1.09285079,16,1683562652,1683994652,5000
47255,1,333,1683554412,1687010412,15000
1080.32,0.6613551,28,1683520247,1685334647,1000
624,1,19,1458776118,1461368118,500
10721,1,57,1458763279,1461355279,10670
2232,1,21,1458685950,1463350860,2200
7982,1,122,1458678833,1461913140,7500
8238,1,61,1458582365,1462123860,7000
9095.59,1,71,1458432020,1461024020,9000
790,1,19,1458358835,1460950835,300
75027,0.09771118,168,1458302249,1460721449,50000
1450,1,33,1458049243,1458654043,1000
3000,1.09285079,48,1457992982,1460671382,3000
2622,0.6613551,49,1457942808,1459152000,2500
3900,1,38,1457921210,1461013200,3000
3,1,2,1427866200,1429074240,10000
385,0.6613551,6,1427724426,1430316426,2000
427,1,7,1427405896,1432589896,1500
0,1,0,1427337017,1432521017,8000
610,1,7,1427300393,1429892393,17000
500,1.27946283,1,1427200455,1429792455,3000
2,1,1,1427150313,1429742313,10000
0,1,0,1427124896,1429716896,100000
37,1,2,1426407426,1431144000,3500
1384,1.27946283,17,1426203071,1428622271,11500
225,1,4,1426050982,1428642000,600
110,1.27946283,6,1425678057,1427659200,6000
3482,1,68,1686927260,1689577140,3000
33955,1,188,1686865744,1689457744,30000
5701,1,101,1686861150,1690662750,5000
15130,1,65,1686755961,1689779961,15000
43486,1.27946283,466,1686737791,1689184800,40000
135209,0.00678513,7,1686558541,1688286541,100000
57770,1,411,1686011940,1688603940,40000
22176,1,121,1685808403,1688227603,22000
26695,1,252,1685659775,1687387775,24000
6085.29,0.74106736,37,1685619515,1688211515,6000
3021,1,30,1685499155,1689033600,2500
1107,1.09285079,10,1685126200,1687545400,900
8784,1,114,1684859838,1686625200,1000
2583,1,73,1684849539,1687489200,2500
8997,1,176,1684848193,1686316993,500
3310,1,61,1684816797,1687408797,3000
1169,1,53,1684788277,1687380277,300
557,1,8,1684681374,1686495774,500
13262,1,119,1684674134,1687266134,4000
483,1,19,1684435411,1686369000,200
627,1,8,1684342101,1688230101,500
895,1,38,1684327151,1686186000,300
1727,1,45,1684279658,1686871658,500
3346,1,33,1684272573,1687417140,3000
18.8,0.05953775,1,1676576054,1680028454,520000
2,1,2,1676491235,1678647635,157670
11,1,2,1676425956,1681606356,25000
101,1,2,1676389928,1678204328,10300
8,1,6,1676303873,1678892273,3000
1.32,0.6613551,1,1676287794,1678876194,25000
301.5,1.09285079,7,1675551521,1680731921,12400
21,1,3,1675461851,1679346251,10000
389.29,0.74106736,11,1675452963,1678044963,20000
7353,1,27,1675433360,1678025360,50000
326,1.09285079,4,1674862439,1677454439,10000
11,1.27946283,2,1674564990,1679745390,56100
0,1,0,1491415774,1496599774,25000
195,1,5,1491257118,1493071518,1200
3253.3,1.27946283,50,1490862550,1494145750,9000
865,1,9,1490812315,1493404315,3500
510,1.27946283,7,1490714307,1493306307,2500
95,1,3,1490371687,1491405540,2500
260,1,5,1490210991,1492802991,5330
26,1,2,1490201048,1492793048,3000
307,1,4,1490163615,1492755615,500
1436,1,31,1490032647,1492624647,10000
107,1,6,1489596321,1494780321,20000
155,1,5,1489437979,1490993179,12500
75250,0.09512073,28,1418633208,1423817208,75000
5458,1,61,1418399225,1420124340,5000
61532,1,645,1418331083,1420952400,50000
10754,1,111,1418137012,1423270800,3000
2501,1,28,1417913879,1420505879,2500
370,1,14,1417883337,1420475337,250
6406,1,52,1417724024,1420185540,6000
3374,1,33,1417709969,1420301969,3000
35479,1,95,1417458735,1420050735,35000
5530,1.09285079,52,1417455210,1421358900,5000
2353,1,25,1417386244,1418250244,75
3098,1,4,1416932121,1420820121,3000
1791.32,0.6613551,36,1683511920,1685326320,1500
41049.68,1,258,1683479769,1686506400,35000
16256,0.12780712,18,1683358939,1686210139,10000
11282,1,89,1683331323,1688515323,9500
28843,1,312,1683330847,1685930400,6626
795,1.27946283,23,1683304280,1685896280,320
224963,0.12780712,84,1683300389,1688484389,20000
9444,1,40,1683296397,1685736240,6500
53583,1,618,1683239450,1685831450,10000
1600,1,16,1683227543,1684972800,1000
7949,1,89,1683218855,1687106855,500
2729,1,35,1683217822,1685032222,2500
12073,1,113,1457637089,1460257200,6000
7001,1,165,1457360083,1459948483,6500
16866,1,165,1457063568,1461204000,15875
4035,1.09285079,120,1456956495,1461189540,4000
4208.78,1,63,1456764028,1459486800,4200
10521,1,86,1456747194,1459335594,10000
10305,1,90,1456538041,1459126441,10000
2110,1,34,1456371101,1459484400,1500
6700,1.09285079,42,1455615976,1460786340,6000
13545,1,122,1455145144,1457758740,12000
23085.850000000000,0.74106736,214,1454621405,1457213405,10000
5935,1,87,1453842060,1459022460,5000
0,1.27946283,0,1425633821,1428222221,3000
200,1,2,1425509050,1428097450,13500
27,0.6613551,2,1425330945,1427919345,250000
20,1,2,1425270876,1427427276,10000
715,1,12,1424992026,1427580426,1250
0,1,0,1424968518,1427556918,30000
0,1,0,1424890808,1430071208,10000
25,1,1,1424819871,1427408271,1000
1,1,1,1424759330,1429936500,15000
671,0.74106736,13,1424718070,1427306470,2500
10,1,1,1424701775,1427169540,3500
100,1,3,1424579699,1427168099,600
2370,1,12,1489436705,1492115105,5000
0,1,0,1489423720,1492015720,10000
46,0.74106736,4,1489381027,1494399600,10000
0,1,0,1489367685,1491959685,100000
148,1,4,1489165448,1491020580,600
40,1,3,1489104752,1491693152,50000
280,1,8,1489035709,1491624109,3000
5,1,1,1488841973,1491430373,7000
1276,1,36,1488493998,1489784340,2500
1,1,1,1488471261,1490195661,500
0,0.74106736,0,1488410497,1493369100,2500
16,1,2,1488404667,1492289067,1000
42307.520000000000,1,480,1685111694,1687703694,40000
7208.29,0.74106736,49,1685021637,1687613637,5500
45150,1,344,1684952795,1687544795,40000
54995.690000000000,1,340,1684850450,1687874450,10000
38917.5,1.27946283,736,1684825229,1687294800,20000
50134,1,27,1684708316,1689892316,50000
702.29,0.74106736,3,1684550776,1689734776,195
28148,1,96,1684511899,1687103899,20000
78985,1,817,1684468016,1687060016,71000
41186,1.09285079,775,1684401145,1686993145,14500
62990,1.13944012,132,1684320504,1689504504,60000
16135,1,134,1684261540,1686853540,10000
23933,1,350,1684259090,1686851090,10000
23039,1,452,1684256203,1686247200,2000
1669,1,40,1684247406,1685716206,500
1162,1.09285079,30,1684246068,1686060468,500
5831,1,131,1684242037,1686834037,1500
5776,1,179,1684242013,1687071540,899
7200,1.27946283,96,1684239718,1686831718,700
5602,1,49,1684239630,1686831630,500
1001,1,14,1684237270,1686829270,250
1540.29,0.74106736,25,1684236612,1686828612,500
3470,1,34,1684161958,1686099600,1500
15442.5,1,172,1684161029,1686021960,3000
11,1,2,1674520869,1677112869,8000
582,1,10,1674038532,1677926532,2500
102,1,3,1673831387,1676423387,12000
2,1,2,1673571771,1678752171,2000
1,1,1,1673034866,1675626866,7500
51,1,2,1673025863,1676401200,10000
93,1,6,1672848372,1674662772,153900
78,1.09285079,6,1672830671,1674558671,5500
27,1.09285079,3,1671550790,1675490340,5000
1,1.27946283,1,1671226635,1676410635,10000
2307,1,22,1671039877,1673845200,6000
64,1.27946283,4,1670860045,1673452045,30000
5017,1,83,1416870338,1419462338,4720
5936,1.27946283,178,1416356065,1419436800,5320
12475,1,147,1416320925,1418709600,9835
3160,1,32,1416274988,1418866988,3000
10700,1,173,1416262335,1418854335,5000
273,1.27946283,27,1415744561,1416873600,100
412,1,16,1415680399,1418272399,400
11000,1,40,1415628513,1418220513,10000
211,1,14,1415597148,1416606780,100
1533,1.27946283,62,1415299657,1418755657,1400
50850,1,347,1415277750,1417928340,49500
180,0.74106736,6,1415219836,1416429436,180
344544,1.27946283,822,1683212439,1683817200,10000
19960,0.12780712,68,1683205206,1685797206,5000
3465,1.27946283,46,1683194975,1685649600,1200
16154,1.27946283,29,1683190202,1685868602,7500
155537,1,242,1683130876,1684858876,30000
7639,1,101,1683126432,1685718432,1000
313912,1,4967,1683126313,1685718180,3500
1001462,1,17843,1683118962,1685710962,50000
23714,1,231,1683118507,1687006507,10000
106180,1.09285079,1308,1683097599,1686421020,9500
51270,1.27946283,617,1683054043,1685646043,10000
33897,1.27946283,303,1683047517,1685725917,10000
7175,1,86,1453320966,1455944340,6000
11742,1,131,1452882008,1455042008,10000
6450,1,101,1452878164,1455470164,6000
5001,0.6613551,11,1452674585,1455266585,5000
36882,1,855,1452661237,1455253237,10000
5930,1.27946283,89,1450707898,1453299898,4750
1000,1,23,1450317550,1452909550,1000
7764,1,43,1450103039,1452695039,1000
7326,1,117,1449940433,1452532433,7000
5110,1,74,1449766659,1454313660,4800
8098,1.09285079,101,1449359831,1453064400,7900
5435,1,57,1449092717,1453269540,5000
260,1,7,1424488244,1427086740,800
13,1.27946283,2,1424284679,1429465041,5000
126,1,3,1424279986,1429460386,2000
3530,1,33,1424221866,1427936400,5000
0,1,0,1424040900,1427925300,50000
10,1.27946283,1,1423847093,1427133600,1500
20,1,1,1423787728,1426376128,50000
130,1,5,1423705801,1426294201,400
1,1,1,1423245003,1425833403,5000
350,1,12,1423231025,1425819425,2224
362,1,5,1423198512,1427082912,5000
20,1,1,1423024847,1428205247,110000
1,1.09285079,1,1487840854,1490429254,5000
265,1,4,1487724030,1490312430,2000
20,1,2,1487206201,1489794601,2000
5195,1,38,1487128910,1489717310,74000
10,1,2,1487014790,1490899190,20000
57,1.27946283,3,1487014357,1489602757,5000
0,1,0,1486868654,1489457054,400
425,1,7,1486617472,1489209472,9000
735,1,12,1486603722,1490056122,20000
0,1,0,1486206628,1488798628,420
0,1,0,1486001571,1488593571,3600
1,0.74106736,1,1485877384,1488196800,1000
8254,1,32,1684199801,1688087801,8000
10117,1,88,1684151561,1685998800,10000
12779,1,107,1683976516,1686568516,10805
10202,1,56,1683835577,1685484000,10000
7455,1,102,1683683430,1686275430,7000
12530,1,122,1683654133,1685468533,12000
5032,1,54,1683577665,1686169665,5000
55830,1,582,1683572404,1686164404,50000
3881,1.27946283,47,1683361082,1685953082,3700
5181,1.27946283,182,1683298492,1685890492,2500
6755,1,124,1683274831,1685992560,1500
38410,1,53,1683226221,1685678340,32600
23,1.09285079,4,1670697690,1673175660,150
692,1,6,1670652387,1673244387,4500
623,1.09285079,6,1670228262,1674116262,60000
67,1,7,1669922729,1673810729,5000
1,1,1,1669838499,1675022499,10000
1592,1.09285079,20,1669216781,1674400781,5000
3196,1,14,1668903017,1674087017,250000
31,1.09285079,4,1668848447,1674032447,170000
36,1,4,1668111246,1673295246,20000
24472,1,19,1667822024,1673006024,97000
65786,1,43,1667504430,1672692030,100000
16,1.27946283,2,1666991474,1672179074,4999
2349,1.27946283,54,1684158951,1686750951,1984
10852,1,126,1684155541,1685969941,500
1608,1,33,1684148165,1685847600,850
28021,1,109,1684141108,1685350708,25000
2200,1.27946283,77,1684072760,1686664760,1200
3010,1,63,1684037890,1687925890,2500
3310,1,36,1684036303,1686628303,1500
724,1,10,1683993462,1685505360,500
2597,1,56,1683986524,1686578524,1000
6187,1,117,1683950868,1686024468,500
7186,1,108,1683727506,1685282706,1000
26697.5,1,536,1683682703,1685497103,2000
36172,1,193,1415184041,1417495500,35000
105062,0.09771118,149,1415174886,1417820400,75000
19503,1,429,1415033403,1418540340,13207
32136,1,206,1415020098,1417612098,32000
1030,1,19,1414881491,1420005540,1000
1225,1,35,1414879830,1417475430,1000
4025,1,41,1414604231,1417199831,4000
3526,1,39,1414527125,1415855520,1500
11953,1,187,1414450925,1417507140,10000
2349,1,53,1414383312,1416942000,1500
1056,1,19,1414326702,1417064340,1056
4034,1,18,1413912959,1419100559,4000
119275,1,889,1683043598,1686931598,500
380606,1,2664,1683043330,1685635330,10000
16544,1,86,1683042895,1685634895,15500
205546,1,1553,1683042876,1685757600,5000
13617,0.25481732,69,1683036870,1685628870,2000
74718,1,773,1683035660,1685714060,5000
21746,1.27946283,322,1683034340,1685626340,10000
1280,1,27,1683034065,1685626065,100
2826969,0.12780712,5906,1683028812,1688212812,7836
1714,1,38,1683028810,1684900740,200
15545,0.75068143,335,1683028807,1686916807,1000
25262,1.27946283,422,1683027237,1685619237,2150
6197,1,94,1449000073,1451966400,5000
18062,1,307,1448985690,1451624340,15000
5672,1,95,1447431833,1450023833,5000
2500,1,20,1447399405,1449991405,2500
5577,1,115,1447126432,1449993540,3500
20466.310000000000,1,226,1447097490,1450241940,20000
34311,1,379,1447084453,1450933140,30000
7730,1,183,1446924519,1449516519,7500
3223,0.74106736,57,1446496127,1449088127,3000
26593.120000000000,1.09285079,619,1446127181,1449075600,25000
2292,0.14655326,10,1446122239,1448717839,100
4190,1,69,1445524378,1448119978,4000
10,1.27946283,1,1422988555,1425580555,30000
0,1,0,1422980733,1425250800,15000
0,1,0,1422920415,1428100815,50000
501,1,10,1422461658,1425053658,5000
50,1,1,1422424818,1425103218,1000
1,1,1,1422406015,1424998015,500
195,1,5,1422388822,1425110400,6000
165,1,6,1422374420,1425178800,1000
2,1,2,1422290628,1424882628,2000
94,1,6,1422155740,1424747740,3000
2,1,2,1421869424,1424461424,250000
430,1.27946283,13,1421596356,1425124800,1250
10,1,1,1485672296,1489788000,450
425,1,6,1485612516,1490792916,10500
111,1,3,1485352196,1490532596,5000
0,1,0,1484949562,1490063160,600
153,1,2,1484784116,1489964516,55000
1541,1,26,1484708935,1488571200,5750
190,1.27946283,4,1484697322,1488403080,10000
35,1,2,1484632031,1487224031,500
359,1,11,1484303320,1486895320,5000
1086,1,12,1484169199,1487020020,5000
0,1,0,1484076341,1486668341,15000
406,1,9,1483733658,1486325658,2000
16290.32,0.6613551,312,1683680427,1686099627,3000
2251,1.27946283,31,1683652080,1685120880,500
16508,1,135,1683651461,1685678400,1000
33854.290000000000,0.74106736,287,1683643385,1685457785,17000
9501,1,147,1683637127,1685073600,1000
2430,1,57,1683630018,1684879200,500
2765,1,45,1683336194,1685160000,2500
52842.290000000000,0.74106736,546,1683208537,1685022937,5000
6651,1,152,1683207460,1685626660,650
8162,1,144,1683206794,1685075340,500
1771.29,0.74106736,43,1683126070,1685732400,700
473,1,22,1683121401,1685022201,300
11156,1,126,1683023759,1685653200,10000
16381.24,0.6613551,281,1683014495,1686902495,5000
11409,1,47,1682957487,1686845487,6500
15038,1.09285079,88,1682949064,1686189600,7500
416597,1,7339,1682631076,1685223076,22000
5667,1.27946283,101,1682584954,1685176954,4000
15404,1,48,1682430970,1685022970,10000
54080.200000000000,1,286,1682424046,1685016046,50000
39858,1,228,1682304412,1684896412,38000
248148,1.27946283,541,1682237137,1687421137,200000
26121,1,100,1682083964,1683379964,20000
8046,1,100,1682013842,1684605842,7500
261,1,3,1666902806,1671137940,100000
1,1,1,1666382426,1668978026,20000
102,1,3,1666343454,1671531054,50000
198,1,8,1666194387,1668789987,10000
1,1,1,1666176967,1668772567,7000
1,1,1,1665599771,1669923371,40000
1,1,1,1664917255,1670104855,50000
1,1,1,1664662618,1669850218,300
2,1.09285079,2,1664476349,1669663949,90000
2.29,0.74106736,2,1664382740,1666974740,100000
11,1,2,1663976298,1669163898,10000
7,1.27946283,3,1663791528,1666383528,1000
16228,1,155,1413397505,1415993105,16000
4539.37,0.74106736,49,1412971820,1416431420,4500
2443,1,20,1412732801,1413942401,2400
2706,1,56,1412719379,1415314979,2600
